t,Sv0,Sg0,Sg1,Sg2,Sg3,Iv0,Ig0,Ig1,Ig2,Ig3,Rv0,Rg0,Rg1,Rg2,Rg3,cumIv0,cumIg0,cumIg1,cumIg2,cumIg3,cumIv, pIv,pIs,pIg
612,0.174234,0.12601,0.12601,0.12601,0.12601,0.000758643,0.00295896,0.00295896,0.00295896,0.00295896,0.0250073,0.0710313,0.0710313,0.0710313,0.0710313,0.07295,0.184183,0.184183,0.184183,0.184183,0.07295,0.00379321,nan,0.0147948
613,0.174199,0.125805,0.125805,0.125805,0.125805,0.000772602,0.00300984,0.00300984,0.00300984,0.00300984,0.0250281,0.0711847,0.0711847,0.0711847,0.0711847,0.0730533,0.184582,0.184582,0.184582,0.184582,0.0730533,0.00386301,nan,0.0150492
614,0.174163,0.125595,0.125595,0.125595,0.125595,0.000786677,0.00306092,0.00306092,0.00306092,0.00306092,0.0250505,0.0713437,0.0713437,0.0713437,0.0713437,0.0731583,0.184987,0.184987,0.184987,0.184987,0.0731583,0.00393338,nan,0.0153046
615,0.174125,0.12538,0.12538,0.12538,0.12538,0.000800859,0.00311217,0.00311217,0.00311217,0.00311217,0.0250744,0.0715082,0.0715082,0.0715082,0.0715082,0.0732651,0.185399,0.185399,0.185399,0.185399,0.0732651,0.00400429,nan,0.0155609
616,0.174085,0.125158,0.125158,0.125158,0.125158,0.00081514,0.00316356,0.00316356,0.00316356,0.00316356,0.0251,0.0716782,0.0716782,0.0716782,0.0716782,0.0733737,0.185816,0.185816,0.185816,0.185816,0.0733737,0.0040757,nan,0.0158178
617,0.174043,0.124931,0.124931,0.124931,0.124931,0.000829512,0.00321503,0.00321503,0.00321503,0.00321503,0.0251271,0.0718537,0.0718537,0.0718537,0.0718537,0.073484,0.18624,0.18624,0.18624,0.18624,0.073484,0.00414756,nan,0.0160751
618,0.174,0.124699,0.124699,0.124699,0.124699,0.000843965,0.00326654,0.00326654,0.00326654,0.00326654,0.0251559,0.0720348,0.0720348,0.0720348,0.0720348,0.0735961,0.18667,0.18667,0.18667,0.18667,0.0735961,0.00421983,nan,0.0163327
619,0.173955,0.124461,0.124461,0.124461,0.124461,0.00085849,0.00331806,0.00331806,0.00331806,0.00331806,0.0251863,0.0722214,0.0722214,0.0722214,0.0722214,0.07371,0.187105,0.187105,0.187105,0.187105,0.07371,0.00429245,nan,0.0165903
620,0.173909,0.124217,0.124217,0.124217,0.124217,0.000873078,0.00336954,0.00336954,0.00336954,0.00336954,0.0252182,0.0724134,0.0724134,0.0724134,0.0724134,0.0738256,0.187547,0.187547,0.187547,0.187547,0.0738256,0.00436539,nan,0.0168477
621,0.17386,0.123968,0.123968,0.123968,0.123968,0.000887717,0.00342093,0.00342093,0.00342093,0.00342093,0.0252518,0.072611,0.072611,0.072611,0.072611,0.073943,0.187995,0.187995,0.187995,0.187995,0.073943,0.00443858,nan,0.0171046
622,0.173811,0.123714,0.123714,0.123714,0.123714,0.000902397,0.00347218,0.00347218,0.00347218,0.00347218,0.0252871,0.0728139,0.0728139,0.0728139,0.0728139,0.0740621,0.188448,0.188448,0.188448,0.188448,0.0740621,0.00451198,nan,0.0173609
623,0.173759,0.123454,0.123454,0.123454,0.123454,0.000917106,0.00352325,0.00352325,0.00352325,0.00352325,0.0253239,0.0730223,0.0730223,0.0730223,0.0730223,0.074183,0.188907,0.188907,0.188907,0.188907,0.074183,0.00458553,nan,0.0176162
624,0.173706,0.12319,0.12319,0.12319,0.12319,0.000931834,0.00357408,0.00357408,0.00357408,0.00357408,0.0253623,0.0732361,0.0732361,0.0732361,0.0732361,0.0743056,0.189372,0.189372,0.189372,0.189372,0.0743056,0.00465917,nan,0.0178704
625,0.173651,0.12292,0.12292,0.12292,0.12292,0.000946568,0.00362462,0.00362462,0.00362462,0.00362462,0.0254024,0.0734551,0.0734551,0.0734551,0.0734551,0.0744299,0.189843,0.189843,0.189843,0.189843,0.0744299,0.00473284,nan,0.0181231
626,0.173595,0.122646,0.122646,0.122646,0.122646,0.000961295,0.00367483,0.00367483,0.00367483,0.00367483,0.025444,0.0736795,0.0736795,0.0736795,0.0736795,0.0745559,0.190319,0.190319,0.190319,0.190319,0.0745559,0.00480648,nan,0.0183742
627,0.173537,0.122366,0.122366,0.122366,0.122366,0.000976003,0.00372465,0.00372465,0.00372465,0.00372465,0.0254873,0.073909,0.073909,0.073909,0.073909,0.0746837,0.1908,0.1908,0.1908,0.1908,0.0746837,0.00488002,nan,0.0186232
628,0.173477,0.122082,0.122082,0.122082,0.122082,0.00099068,0.00377402,0.00377402,0.00377402,0.00377402,0.0255322,0.0741437,0.0741437,0.0741437,0.0741437,0.0748131,0.191287,0.191287,0.191287,0.191287,0.0748131,0.0049534,nan,0.0188701
629,0.173416,0.121794,0.121794,0.121794,0.121794,0.00100531,0.00382289,0.00382289,0.00382289,0.00382289,0.0255786,0.0743835,0.0743835,0.0743835,0.0743835,0.0749442,0.191779,0.191779,0.191779,0.191779,0.0749442,0.00502655,nan,0.0191144
630,0.173353,0.1215,0.1215,0.1215,0.1215,0.00101988,0.00387121,0.00387121,0.00387121,0.00387121,0.0256266,0.0746283,0.0746283,0.0746283,0.0746283,0.0750769,0.192277,0.192277,0.192277,0.192277,0.0750769,0.00509941,nan,0.019356
631,0.173289,0.121203,0.121203,0.121203,0.121203,0.00103438,0.00391892,0.00391892,0.00391892,0.00391892,0.0256762,0.0748781,0.0748781,0.0748781,0.0748781,0.0752113,0.192779,0.192779,0.192779,0.192779,0.0752113,0.0051719,nan,0.0195946
632,0.173224,0.120901,0.120901,0.120901,0.120901,0.00104879,0.00396596,0.00396596,0.00396596,0.00396596,0.0257273,0.0751326,0.0751326,0.0751326,0.0751326,0.0753472,0.193286,0.193286,0.193286,0.193286,0.0753472,0.00524395,nan,0.0198298
633,0.173157,0.120596,0.120596,0.120596,0.120596,0.0010631,0.00401229,0.00401229,0.00401229,0.00401229,0.02578,0.0753919,0.0753919,0.0753919,0.0753919,0.0754848,0.193798,0.193798,0.193798,0.193798,0.0754848,0.0053155,nan,0.0200615
634,0.173089,0.120286,0.120286,0.120286,0.120286,0.00107729,0.00405785,0.00405785,0.00405785,0.00405785,0.0258342,0.0756559,0.0756559,0.0756559,0.0756559,0.0756238,0.194314,0.194314,0.194314,0.194314,0.0756238,0.00538646,nan,0.0202892
635,0.173019,0.119973,0.119973,0.119973,0.119973,0.00109135,0.00410257,0.00410257,0.00410257,0.00410257,0.0258899,0.0759244,0.0759244,0.0759244,0.0759244,0.0757644,0.194835,0.194835,0.194835,0.194835,0.0757644,0.00545676,nan,0.0205129
636,0.172948,0.119656,0.119656,0.119656,0.119656,0.00110527,0.00414642,0.00414642,0.00414642,0.00414642,0.025947,0.0761973,0.0761973,0.0761973,0.0761973,0.0759065,0.19536,0.19536,0.19536,0.19536,0.0759065,0.00552634,nan,0.0207321
637,0.172875,0.119336,0.119336,0.119336,0.119336,0.00111902,0.00418932,0.00418932,0.00418932,0.00418932,0.0260056,0.0764745,0.0764745,0.0764745,0.0764745,0.07605,0.19589,0.19589,0.19589,0.19589,0.07605,0.00559511,nan,0.0209466
638,0.172802,0.119013,0.119013,0.119013,0.119013,0.0011326,0.00423124,0.00423124,0.00423124,0.00423124,0.0260657,0.0767559,0.0767559,0.0767559,0.0767559,0.076195,0.196423,0.196423,0.196423,0.196423,0.076195,0.00566299,nan,0.0211562
639,0.172727,0.118686,0.118686,0.118686,0.118686,0.00114598,0.00427212,0.00427212,0.00427212,0.00427212,0.0261271,0.0770414,0.0770414,0.0770414,0.0770414,0.0763413,0.19696,0.19696,0.19696,0.19696,0.0763413,0.00572992,nan,0.0213606
640,0.172651,0.118357,0.118357,0.118357,0.118357,0.00115916,0.0043119,0.0043119,0.0043119,0.0043119,0.02619,0.0773308,0.0773308,0.0773308,0.0773308,0.076489,0.1975,0.1975,0.1975,0.1975,0.076489,0.00579582,nan,0.0215595
641,0.172574,0.118026,0.118026,0.118026,0.118026,0.00117212,0.00435054,0.00435054,0.00435054,0.00435054,0.0262541,0.0776239,0.0776239,0.0776239,0.0776239,0.076638,0.198044,0.198044,0.198044,0.198044,0.076638,0.00586061,nan,0.0217527
642,0.172496,0.117691,0.117691,0.117691,0.117691,0.00118484,0.00438798,0.00438798,0.00438798,0.00438798,0.0263196,0.0779207,0.0779207,0.0779207,0.0779207,0.0767882,0.198592,0.198592,0.198592,0.198592,0.0767882,0.00592421,nan,0.0219399
643,0.172416,0.117355,0.117355,0.117355,0.117355,0.00119731,0.00442419,0.00442419,0.00442419,0.00442419,0.0263864,0.078221,0.078221,0.078221,0.078221,0.0769397,0.199142,0.199142,0.199142,0.199142,0.0769397,0.00598656,nan,0.0221209
644,0.172336,0.117016,0.117016,0.117016,0.117016,0.00120952,0.0044591,0.0044591,0.0044591,0.0044591,0.0264545,0.0785246,0.0785246,0.0785246,0.0785246,0.0770923,0.199695,0.199695,0.199695,0.199695,0.0770923,0.00604758,nan,0.0222955
645,0.172255,0.116676,0.116676,0.116676,0.116676,0.00122144,0.00449269,0.00449269,0.00449269,0.00449269,0.0265237,0.0788314,0.0788314,0.0788314,0.0788314,0.0772461,0.200251,0.200251,0.200251,0.200251,0.0772461,0.0061072,nan,0.0224635
646,0.172173,0.116334,0.116334,0.116334,0.116334,0.00123307,0.00452491,0.00452491,0.00452491,0.00452491,0.0265942,0.0791411,0.0791411,0.0791411,0.0791411,0.0774009,0.20081,0.20081,0.20081,0.20081,0.0774009,0.00616535,nan,0.0226245
647,0.17209,0.115991,0.115991,0.115991,0.115991,0.00124439,0.00455571,0.00455571,0.00455571,0.00455571,0.0266658,0.0794537,0.0794537,0.0794537,0.0794537,0.0775568,0.20137,0.20137,0.20137,0.20137,0.0775568,0.00622195,nan,0.0227786
648,0.172006,0.115646,0.115646,0.115646,0.115646,0.00125539,0.00458506,0.00458506,0.00458506,0.00458506,0.0267385,0.0797689,0.0797689,0.0797689,0.0797689,0.0777137,0.201933,0.201933,0.201933,0.201933,0.0777137,0.00627695,nan,0.0229253
649,0.171922,0.1153,0.1153,0.1153,0.1153,0.00126605,0.00461293,0.00461293,0.00461293,0.00461293,0.0268122,0.0800866,0.0800866,0.0800866,0.0800866,0.0778714,0.202497,0.202497,0.202497,0.202497,0.0778714,0.00633026,nan,0.0230646
650,0.171837,0.114954,0.114954,0.114954,0.114954,0.00127637,0.00463927,0.00463927,0.00463927,0.00463927,0.026887,0.0804066,0.0804066,0.0804066,0.0804066,0.0780301,0.203064,0.203064,0.203064,0.203064,0.0780301,0.00638184,nan,0.0231963
651,0.171751,0.114607,0.114607,0.114607,0.114607,0.00128632,0.00466406,0.00466406,0.00466406,0.00466406,0.0269628,0.0807287,0.0807287,0.0807287,0.0807287,0.0781896,0.203631,0.203631,0.203631,0.203631,0.0781896,0.00643162,nan,0.0233203
652,0.171665,0.11426,0.11426,0.11426,0.11426,0.00129591,0.00468727,0.00468727,0.00468727,0.00468727,0.0270395,0.0810527,0.0810527,0.0810527,0.0810527,0.0783498,0.2042,0.2042,0.2042,0.2042,0.0783498,0.00647954,nan,0.0234364
653,0.171578,0.113913,0.113913,0.113913,0.113913,0.00130511,0.00470888,0.00470888,0.00470888,0.00470888,0.0271171,0.0813784,0.0813784,0.0813784,0.0813784,0.0785108,0.20477,0.20477,0.20477,0.20477,0.0785108,0.00652554,nan,0.0235444
654,0.171491,0.113565,0.113565,0.113565,0.113565,0.00131391,0.00472885,0.00472885,0.00472885,0.00472885,0.0271955,0.0817057,0.0817057,0.0817057,0.0817057,0.0786724,0.205341,0.205341,0.205341,0.205341,0.0786724,0.00656957,nan,0.0236443
655,0.171403,0.113219,0.113219,0.113219,0.113219,0.00132231,0.00474718,0.00474718,0.00474718,0.00474718,0.0272747,0.0820343,0.0820343,0.0820343,0.0820343,0.0788346,0.205912,0.205912,0.205912,0.205912,0.0788346,0.00661157,nan,0.0237359
656,0.171315,0.112872,0.112872,0.112872,0.112872,0.0013303,0.00476384,0.00476384,0.00476384,0.00476384,0.0273546,0.082364,0.082364,0.082364,0.082364,0.0789974,0.206483,0.206483,0.206483,0.206483,0.0789974,0.00665151,nan,0.0238192
657,0.171227,0.112526,0.112526,0.112526,0.112526,0.00133787,0.00477881,0.00477881,0.00477881,0.00477881,0.0274352,0.0826947,0.0826947,0.0826947,0.0826947,0.0791606,0.207055,0.207055,0.207055,0.207055,0.0791606,0.00668933,nan,0.0238941
658,0.171139,0.112182,0.112182,0.112182,0.112182,0.001345,0.0047921,0.0047921,0.0047921,0.0047921,0.0275165,0.0830261,0.0830261,0.0830261,0.0830261,0.0793243,0.207627,0.207627,0.207627,0.207627,0.0793243,0.00672499,nan,0.0239605
659,0.17105,0.111838,0.111838,0.111838,0.111838,0.00135169,0.00480367,0.00480367,0.00480367,0.00480367,0.0275983,0.0833581,0.0833581,0.0833581,0.0833581,0.0794883,0.208198,0.208198,0.208198,0.208198,0.0794883,0.00675846,nan,0.0240184
660,0.170961,0.111496,0.111496,0.111496,0.111496,0.00135794,0.00481354,0.00481354,0.00481354,0.00481354,0.0276807,0.0836904,0.0836904,0.0836904,0.0836904,0.0796527,0.208769,0.208769,0.208769,0.208769,0.0796527,0.0067897,nan,0.0240677
661,0.170873,0.111155,0.111155,0.111155,0.111155,0.00136374,0.0048217,0.0048217,0.0048217,0.0048217,0.0277636,0.0840229,0.0840229,0.0840229,0.0840229,0.0798173,0.20934,0.20934,0.20934,0.20934,0.0798173,0.00681868,nan,0.0241085
662,0.170784,0.110817,0.110817,0.110817,0.110817,0.00136907,0.00482814,0.00482814,0.00482814,0.00482814,0.0278468,0.0843552,0.0843552,0.0843552,0.0843552,0.0799821,0.209909,0.209909,0.209909,0.209909,0.0799821,0.00684536,nan,0.0241407
663,0.170696,0.11048,0.11048,0.11048,0.11048,0.00137395,0.00483288,0.00483288,0.00483288,0.00483288,0.0279305,0.0846874,0.0846874,0.0846874,0.0846874,0.080147,0.210478,0.210478,0.210478,0.210478,0.080147,0.00686974,nan,0.0241644
664,0.170607,0.110145,0.110145,0.110145,0.110145,0.00137836,0.00483591,0.00483591,0.00483591,0.00483591,0.0280144,0.0850191,0.0850191,0.0850191,0.0850191,0.080312,0.211045,0.211045,0.211045,0.211045,0.080312,0.00689178,nan,0.0241795
665,0.170519,0.109813,0.109813,0.109813,0.109813,0.0013823,0.00483724,0.00483724,0.00483724,0.00483724,0.0280986,0.0853501,0.0853501,0.0853501,0.0853501,0.080477,0.211611,0.211611,0.211611,0.211611,0.080477,0.00691148,nan,0.0241862
666,0.170431,0.109483,0.109483,0.109483,0.109483,0.00138576,0.00483689,0.00483689,0.00483689,0.00483689,0.0281831,0.0856802,0.0856802,0.0856802,0.0856802,0.080642,0.212175,0.212175,0.212175,0.212175,0.080642,0.00692881,nan,0.0241844
667,0.170344,0.109156,0.109156,0.109156,0.109156,0.00138875,0.00483487,0.00483487,0.00483487,0.00483487,0.0282676,0.0860094,0.0860094,0.0860094,0.0860094,0.0808069,0.212737,0.212737,0.212737,0.212737,0.0808069,0.00694377,nan,0.0241743
668,0.170256,0.108832,0.108832,0.108832,0.108832,0.00139127,0.00483119,0.00483119,0.00483119,0.00483119,0.0283523,0.0863373,0.0863373,0.0863373,0.0863373,0.0809716,0.213297,0.213297,0.213297,0.213297,0.0809716,0.00695636,nan,0.0241559
669,0.17017,0.10851,0.10851,0.10851,0.10851,0.00139332,0.00482588,0.00482588,0.00482588,0.00482588,0.0284369,0.0866637,0.0866637,0.0866637,0.0866637,0.0811361,0.213855,0.213855,0.213855,0.213855,0.0811361,0.00696658,nan,0.0241294
670,0.170084,0.108192,0.108192,0.108192,0.108192,0.00139488,0.00481895,0.00481895,0.00481895,0.00481895,0.0285216,0.0869886,0.0869886,0.0869886,0.0869886,0.0813004,0.214411,0.214411,0.214411,0.214411,0.0813004,0.00697442,nan,0.0240947
671,0.169998,0.107878,0.107878,0.107878,0.107878,0.00139598,0.00481043,0.00481043,0.00481043,0.00481043,0.0286062,0.0873117,0.0873117,0.0873117,0.0873117,0.0814643,0.214965,0.214965,0.214965,0.214965,0.0814643,0.0069799,nan,0.0240521
672,0.169913,0.107567,0.107567,0.107567,0.107567,0.0013966,0.00480035,0.00480035,0.00480035,0.00480035,0.0286906,0.0876328,0.0876328,0.0876328,0.0876328,0.0816279,0.215515,0.215515,0.215515,0.215515,0.0816279,0.00698302,nan,0.0240017
673,0.169828,0.107259,0.107259,0.107259,0.107259,0.00139676,0.00478873,0.00478873,0.00478873,0.00478873,0.0287749,0.0879518,0.0879518,0.0879518,0.0879518,0.081791,0.216063,0.216063,0.216063,0.216063,0.081791,0.0069838,nan,0.0239436
674,0.169745,0.106956,0.106956,0.106956,0.106956,0.00139645,0.0047756,0.0047756,0.0047756,0.0047756,0.0288589,0.0882684,0.0882684,0.0882684,0.0882684,0.0819537,0.216608,0.216608,0.216608,0.216608,0.0819537,0.00698226,nan,0.023878
675,0.169662,0.106656,0.106656,0.106656,0.106656,0.00139568,0.004761,0.004761,0.004761,0.004761,0.0289427,0.0885826,0.0885826,0.0885826,0.0885826,0.0821158,0.21715,0.21715,0.21715,0.21715,0.0821158,0.00697841,nan,0.023805
676,0.16958,0.106361,0.106361,0.106361,0.106361,0.00139446,0.00474496,0.00474496,0.00474496,0.00474496,0.029026,0.0888941,0.0888941,0.0888941,0.0888941,0.0822774,0.217689,0.217689,0.217689,0.217689,0.0822774,0.00697229,nan,0.0237248
677,0.169498,0.10607,0.10607,0.10607,0.10607,0.00139278,0.00472752,0.00472752,0.00472752,0.00472752,0.029109,0.0892029,0.0892029,0.0892029,0.0892029,0.0824383,0.218224,0.218224,0.218224,0.218224,0.0824383,0.00696392,nan,0.0236376
678,0.169418,0.105783,0.105783,0.105783,0.105783,0.00139066,0.0047087,0.0047087,0.0047087,0.0047087,0.0291916,0.0895086,0.0895086,0.0895086,0.0895086,0.0825986,0.218756,0.218756,0.218756,0.218756,0.0825986,0.00695332,nan,0.0235435
679,0.169338,0.1055,0.1055,0.1055,0.1055,0.00138811,0.00468856,0.00468856,0.00468856,0.00468856,0.0292736,0.0898113,0.0898113,0.0898113,0.0898113,0.0827582,0.219284,0.219284,0.219284,0.219284,0.0827582,0.00694054,nan,0.0234428
680,0.16926,0.105222,0.105222,0.105222,0.105222,0.00138512,0.00466713,0.00466713,0.00466713,0.00466713,0.0293551,0.0901107,0.0901107,0.0901107,0.0901107,0.082917,0.219808,0.219808,0.219808,0.219808,0.082917,0.00692561,nan,0.0233357
681,0.169182,0.104949,0.104949,0.104949,0.104949,0.00138171,0.00464445,0.00464445,0.00464445,0.00464445,0.029436,0.0904067,0.0904067,0.0904067,0.0904067,0.0830751,0.220329,0.220329,0.220329,0.220329,0.0830751,0.00690857,nan,0.0232223
682,0.169106,0.10468,0.10468,0.10468,0.10468,0.00137789,0.00462057,0.00462057,0.00462057,0.00462057,0.0295163,0.0906992,0.0906992,0.0906992,0.0906992,0.0832322,0.220845,0.220845,0.220845,0.220845,0.0832322,0.00688946,nan,0.0231028
683,0.16903,0.104416,0.104416,0.104416,0.104416,0.00137366,0.00459552,0.00459552,0.00459552,0.00459552,0.0295958,0.090988,0.090988,0.090988,0.090988,0.0833886,0.221358,0.221358,0.221358,0.221358,0.0833886,0.00686832,nan,0.0229776
684,0.168956,0.104158,0.104158,0.104158,0.104158,0.00136904,0.00456935,0.00456935,0.00456935,0.00456935,0.0296747,0.0912731,0.0912731,0.0912731,0.0912731,0.083544,0.221867,0.221867,0.221867,0.221867,0.083544,0.0068452,nan,0.0228468
685,0.168883,0.103904,0.103904,0.103904,0.103904,0.00136403,0.00454211,0.00454211,0.00454211,0.00454211,0.0297527,0.0915543,0.0915543,0.0915543,0.0915543,0.0836984,0.222371,0.222371,0.222371,0.222371,0.0836984,0.00682016,nan,0.0227105
686,0.168811,0.103655,0.103655,0.103655,0.103655,0.00135865,0.00451383,0.00451383,0.00451383,0.00451383,0.02983,0.0918315,0.0918315,0.0918315,0.0918315,0.0838519,0.222871,0.222871,0.222871,0.222871,0.0838519,0.00679324,nan,0.0225692
687,0.168741,0.103411,0.103411,0.103411,0.103411,0.0013529,0.00448457,0.00448457,0.00448457,0.00448457,0.0299064,0.0921045,0.0921045,0.0921045,0.0921045,0.0840044,0.223367,0.223367,0.223367,0.223367,0.0840044,0.00676448,nan,0.0224229
688,0.168671,0.103172,0.103172,0.103172,0.103172,0.00134679,0.00445438,0.00445438,0.00445438,0.00445438,0.0299818,0.0923734,0.0923734,0.0923734,0.0923734,0.0841558,0.223858,0.223858,0.223858,0.223858,0.0841558,0.00673396,nan,0.0222719
689,0.168603,0.102939,0.102939,0.102939,0.102939,0.00134034,0.00442328,0.00442328,0.00442328,0.00442328,0.0300564,0.0926379,0.0926379,0.0926379,0.0926379,0.0843061,0.224345,0.224345,0.224345,0.224345,0.0843061,0.00670172,nan,0.0221164
690,0.168536,0.102711,0.102711,0.102711,0.102711,0.00133356,0.00439134,0.00439134,0.00439134,0.00439134,0.0301299,0.092898,0.092898,0.092898,0.092898,0.0844554,0.224828,0.224828,0.224828,0.224828,0.0844554,0.00666781,nan,0.0219567
691,0.168471,0.102488,0.102488,0.102488,0.102488,0.00132646,0.0043586,0.0043586,0.0043586,0.0043586,0.0302025,0.0931537,0.0931537,0.0931537,0.0931537,0.0846035,0.225305,0.225305,0.225305,0.225305,0.0846035,0.00663231,nan,0.021793
692,0.168407,0.10227,0.10227,0.10227,0.10227,0.00131905,0.0043251,0.0043251,0.0043251,0.0043251,0.030274,0.0934048,0.0934048,0.0934048,0.0934048,0.0847504,0.225779,0.225779,0.225779,0.225779,0.0847504,0.00659526,nan,0.0216255
693,0.168344,0.102058,0.102058,0.102058,0.102058,0.00131134,0.00429089,0.00429089,0.00429089,0.00429089,0.0303445,0.0936513,0.0936513,0.0936513,0.0936513,0.0848962,0.226247,0.226247,0.226247,0.226247,0.0848962,0.00655672,nan,0.0214545
694,0.168283,0.101851,0.101851,0.101851,0.101851,0.00130335,0.00425602,0.00425602,0.00425602,0.00425602,0.0304138,0.0938931,0.0938931,0.0938931,0.0938931,0.0850407,0.226711,0.226711,0.226711,0.226711,0.0850407,0.00651676,nan,0.0212801
695,0.168223,0.101649,0.101649,0.101649,0.101649,0.00129509,0.00422052,0.00422052,0.00422052,0.00422052,0.030482,0.0941301,0.0941301,0.0941301,0.0941301,0.0851841,0.22717,0.22717,0.22717,0.22717,0.0851841,0.00647543,nan,0.0211026
696,0.168164,0.101453,0.101453,0.101453,0.101453,0.00128656,0.00418444,0.00418444,0.00418444,0.00418444,0.030549,0.0943623,0.0943623,0.0943623,0.0943623,0.0853262,0.227624,0.227624,0.227624,0.227624,0.0853262,0.00643281,nan,0.0209222
697,0.168107,0.101263,0.101263,0.101263,0.101263,0.00127779,0.00414783,0.00414783,0.00414783,0.00414783,0.0306148,0.0945896,0.0945896,0.0945896,0.0945896,0.085467,0.228074,0.228074,0.228074,0.228074,0.085467,0.00638894,nan,0.0207392
698,0.168052,0.101077,0.101077,0.101077,0.101077,0.00126878,0.00411073,0.00411073,0.00411073,0.00411073,0.0306795,0.094812,0.094812,0.094812,0.094812,0.0856066,0.228519,0.228519,0.228519,0.228519,0.0856066,0.00634389,nan,0.0205537
699,0.167998,0.100897,0.100897,0.100897,0.100897,0.00125954,0.00407318,0.00407318,0.00407318,0.00407318,0.0307428,0.0950294,0.0950294,0.0950294,0.0950294,0.0857449,0.228959,0.228959,0.228959,0.228959,0.0857449,0.00629772,nan,0.0203659
700,0.167945,0.100723,0.100723,0.100723,0.100723,0.0012501,0.00403523,0.00403523,0.00403523,0.00403523,0.0308049,0.0952419,0.0952419,0.0952419,0.0952419,0.0858819,0.229394,0.229394,0.229394,0.229394,0.0858819,0.0062505,nan,0.0201761
701,0.167894,0.100554,0.100554,0.100554,0.100554,0.00124046,0.0039969,0.0039969,0.0039969,0.0039969,0.0308658,0.0954493,0.0954493,0.0954493,0.0954493,0.0860175,0.229824,0.229824,0.229824,0.229824,0.0860175,0.00620228,nan,0.0199845
702,0.167844,0.10039,0.10039,0.10039,0.10039,0.00123063,0.00395825,0.00395825,0.00395825,0.00395825,0.0309253,0.0956517,0.0956517,0.0956517,0.0956517,0.0861519,0.230249,0.230249,0.230249,0.230249,0.0861519,0.00615313,nan,0.0197913
703,0.167796,0.100232,0.100232,0.100232,0.100232,0.00122062,0.00391931,0.00391931,0.00391931,0.00391931,0.0309835,0.095849,0.095849,0.095849,0.095849,0.0862849,0.23067,0.23067,0.23067,0.23067,0.0862849,0.0061031,nan,0.0195966
704,0.167749,0.100079,0.100079,0.100079,0.100079,0.00121045,0.00388012,0.00388012,0.00388012,0.00388012,0.0310404,0.0960412,0.0960412,0.0960412,0.0960412,0.0864166,0.231086,0.231086,0.231086,0.231086,0.0864166,0.00605225,nan,0.0194006
705,0.167704,0.099931,0.099931,0.099931,0.099931,0.00120013,0.00384072,0.00384072,0.00384072,0.00384072,0.0310959,0.0962282,0.0962282,0.0962282,0.0962282,0.0865469,0.231497,0.231497,0.231497,0.231497,0.0865469,0.00600065,nan,0.0192036
706,0.16766,0.0997886,0.0997886,0.0997886,0.0997886,0.00118967,0.00380114,0.00380114,0.00380114,0.00380114,0.0311501,0.0964102,0.0964102,0.0964102,0.0964102,0.0866759,0.231903,0.231903,0.231903,0.231903,0.0866759,0.00594835,nan,0.0190057
707,0.167618,0.0996515,0.0996515,0.0996515,0.0996515,0.00117908,0.00376141,0.00376141,0.00376141,0.00376141,0.0312029,0.0965871,0.0965871,0.0965871,0.0965871,0.0868035,0.232305,0.232305,0.232305,0.232305,0.0868035,0.00589541,nan,0.0188071
708,0.167577,0.0995196,0.0995196,0.0995196,0.0995196,0.00116838,0.00372158,0.00372158,0.00372158,0.00372158,0.0312543,0.0967588,0.0967588,0.0967588,0.0967588,0.0869298,0.232702,0.232702,0.232702,0.232702,0.0869298,0.00584188,nan,0.0186079
709,0.167538,0.0993929,0.0993929,0.0993929,0.0993929,0.00115756,0.00368167,0.00368167,0.00368167,0.00368167,0.0313043,0.0969255,0.0969255,0.0969255,0.0969255,0.0870547,0.233094,0.233094,0.233094,0.233094,0.0870547,0.00578782,nan,0.0184083
710,0.1675,0.0992713,0.0992713,0.0992713,0.0992713,0.00114666,0.00364171,0.00364171,0.00364171,0.00364171,0.0313529,0.097087,0.097087,0.097087,0.097087,0.0871782,0.233481,0.233481,0.233481,0.233481,0.0871782,0.00573328,nan,0.0182086
711,0.167464,0.0991549,0.0991549,0.0991549,0.0991549,0.00113566,0.00360174,0.00360174,0.00360174,0.00360174,0.0314001,0.0972434,0.0972434,0.0972434,0.0972434,0.0873004,0.233864,0.233864,0.233864,0.233864,0.0873004,0.00567832,nan,0.0180087
712,0.167429,0.0990435,0.0990435,0.0990435,0.0990435,0.0011246,0.00356178,0.00356178,0.00356178,0.00356178,0.0314459,0.0973947,0.0973947,0.0973947,0.0973947,0.0874212,0.234242,0.234242,0.234242,0.234242,0.0874212,0.00562299,nan,0.0178089
713,0.167396,0.0989371,0.0989371,0.0989371,0.0989371,0.00111347,0.00352187,0.00352187,0.00352187,0.00352187,0.0314903,0.097541,0.097541,0.097541,0.097541,0.0875406,0.234615,0.234615,0.234615,0.234615,0.0875406,0.00556734,nan,0.0176093
714,0.167364,0.0988358,0.0988358,0.0988358,0.0988358,0.00110228,0.00348202,0.00348202,0.00348202,0.00348202,0.0315332,0.0976822,0.0976822,0.0976822,0.0976822,0.0876587,0.234984,0.234984,0.234984,0.234984,0.0876587,0.00551141,nan,0.0174101
