t,Sv0,Sg0,Sg1,Sg2,Sg3,Sg4,Sg5,Sg6,Sg7,Sg8,Sg9,Sg10,Sg11,Sg12,Sg13,Sg14,Sg15,Sg16,Sg17,Sg18,Sg19,Sg20,Sg21,Sg22,Sg23,Iv0,Ig0,Ig1,Ig2,Ig3,Ig4,Ig5,Ig6,Ig7,Ig8,Ig9,Ig10,Ig11,Ig12,Ig13,Ig14,Ig15,Ig16,Ig17,Ig18,Ig19,Ig20,Ig21,Ig22,Ig23,Rv0,Rg0,Rg1,Rg2,Rg3,Rg4,Rg5,Rg6,Rg7,Rg8,Rg9,Rg10,Rg11,Rg12,Rg13,Rg14,Rg15,Rg16,Rg17,Rg18,Rg19,Rg20,Rg21,Rg22,Rg23,cumIv0,cumIg0,cumIg1,cumIg2,cumIg3,cumIg4,cumIg5,cumIg6,cumIg7,cumIg8,cumIg9,cumIg10,cumIg11,cumIg12,cumIg13,cumIg14,cumIg15,cumIg16,cumIg17,cumIg18,cumIg19,cumIg20,cumIg21,cumIg22,cumIg23,cumIv, pIv,pIs,pIg
600,0.0319657,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.0171059,0.000379918,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.00116856,0.0076544,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.0217255,0.019123,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.0483526,0.019123,0.00949795,nan,0.0292139
601,0.0319445,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.0170401,0.000377913,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00115826,0.00767761,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0218016,0.0191653,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0484781,0.0191653,0.00944783,nan,0.0289565
602,0.0319237,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.0169761,0.000375746,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00114759,0.00770052,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0218763,0.0192071,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0486019,0.0192071,0.00939366,nan,0.0286897
603,0.0319035,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.0169139,0.000373423,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.00113656,0.0077231,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0219496,0.0192485,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0487242,0.0192485,0.00933557,nan,0.0284139
604,0.0318837,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.0168535,0.00037095,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.0011252,0.00774535,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0220213,0.0192894,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0488448,0.0192894,0.00927375,nan,0.02813
605,0.0318644,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.016795,0.000368334,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00111354,0.00776723,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0220915,0.0193299,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0489638,0.0193299,0.00920835,nan,0.0278384
606,0.0318457,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.0167383,0.000365582,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.0011016,0.00778874,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.0221601,0.01937,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.0490811,0.01937,0.00913955,nan,0.0275399
607,0.0318274,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.0166834,0.000362701,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.0010894,0.00780987,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0222272,0.0194096,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0491967,0.0194096,0.00906753,nan,0.027235
608,0.0318097,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.0166304,0.000359698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00107698,0.00783059,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0222926,0.0194488,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0493107,0.0194488,0.00899244,nan,0.0269244
609,0.0317925,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.0165793,0.000356579,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00106434,0.00785091,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0223564,0.0194874,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.049423,0.0194874,0.00891448,nan,0.0266085
610,0.0317759,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.01653,0.000353352,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00105152,0.00787079,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0224185,0.0195256,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0495336,0.0195256,0.00883381,nan,0.0262881
611,0.0317597,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.0164825,0.000350024,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00103854,0.00789024,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0224789,0.0195633,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0496426,0.0195633,0.00875061,nan,0.0259636
612,0.0317442,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.0164369,0.000346602,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00102542,0.00790924,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0225377,0.0196006,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0497499,0.0196006,0.00866505,nan,0.0256355
613,0.0317291,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.0163931,0.000343093,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00101218,0.00792779,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0225947,0.0196373,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0498555,0.0196373,0.00857732,nan,0.0253045
614,0.0317146,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.0163511,0.000339503,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00099884,0.00794587,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0226501,0.0196735,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0499595,0.0196735,0.00848757,nan,0.024971
615,0.0317007,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.0163108,0.000335839,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.000985421,0.00796348,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0227037,0.0197093,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0500619,0.0197093,0.00839599,nan,0.0246355
616,0.0316873,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.0162724,0.000332109,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.000971941,0.00798061,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0227557,0.0197445,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0501626,0.0197445,0.00830272,nan,0.0242985
617,0.0316744,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.0162357,0.000328318,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.000958418,0.00799726,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0228059,0.0197793,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0502617,0.0197793,0.00820795,nan,0.0239605
618,0.0316621,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.0162007,0.000324473,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.000944871,0.00801342,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0228544,0.0198135,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0503592,0.0198135,0.00811182,nan,0.0236218
619,0.0316503,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.0161675,0.00032058,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.000931315,0.00802908,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0229012,0.0198472,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0504551,0.0198472,0.0080145,nan,0.0232829
620,0.0316391,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.016136,0.000316645,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.000917766,0.00804424,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0229463,0.0198805,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0505495,0.0198805,0.00791614,nan,0.0229441
