t,Sv0,Ss0,Sg0,Sg1,Sg2,Iv0,Is0,Ig0,Ig1,Ig2,Rv0,Rs0,Rg0,Rg1,Rg2,cumIv0,cumIs0,cumIg0,cumIg1,cumIg2,cumIv, Iv,Is,Ig
442,0.166391,0.111208,0.111158,0.111158,0.111158,6.50E-05,0.000227717,0.00022761,0.00022761,0.00022761,0.0335436,0.0885643,0.0886145,0.0886145,0.0886145,0.0676944,0.163783,0.163988,0.163988,0.163988,0.0676944,0.000324885,0.00113859,0.00113805
443,0.166476,0.111423,0.111373,0.111373,0.111373,6.50E-05,0.000228094,0.000227988,0.000227988,0.000227988,0.0334594,0.0883485,0.0883986,0.0883986,0.0883986,0.067702,0.16381,0.164015,0.164015,0.164015,0.067702,0.000324894,0.00114047,0.00113994
444,0.16656,0.111638,0.111588,0.111588,0.111588,6.50E-05,0.000228524,0.000228417,0.000228417,0.000228417,0.0333755,0.0881334,0.0881834,0.0881834,0.0881834,0.0677096,0.163837,0.164042,0.164042,0.164042,0.0677096,0.00032498,0.00114262,0.00114209
445,0.166643,0.111852,0.111802,0.111802,0.111802,6.50E-05,0.000229006,0.0002289,0.0002289,0.0002289,0.0332917,0.0879189,0.0879687,0.0879687,0.0879687,0.0677172,0.163864,0.164069,0.164069,0.164069,0.0677172,0.000325143,0.00114503,0.0011445
446,0.166727,0.112065,0.112016,0.112016,0.112016,6.51E-05,0.000229541,0.000229435,0.000229435,0.000229435,0.0332082,0.0877051,0.0877548,0.0877548,0.0877548,0.0677249,0.163892,0.164096,0.164096,0.164096,0.0677249,0.000325382,0.0011477,0.00114717
447,0.16681,0.112278,0.112229,0.112229,0.112229,6.51E-05,0.000230128,0.000230023,0.000230023,0.000230023,0.0331249,0.0874919,0.0875414,0.0875414,0.0875414,0.0677325,0.163919,0.164124,0.164124,0.164124,0.0677325,0.000325698,0.00115064,0.00115011
448,0.166893,0.11249,0.112441,0.112441,0.112441,6.52E-05,0.000230769,0.000230663,0.000230663,0.000230663,0.0330419,0.0872794,0.0873288,0.0873288,0.0873288,0.0677402,0.163946,0.164151,0.164151,0.164151,0.0677402,0.000326089,0.00115384,0.00115332
449,0.166976,0.112701,0.112652,0.112652,0.112652,6.53E-05,0.000231463,0.000231358,0.000231358,0.000231358,0.0329591,0.0870675,0.0871168,0.0871168,0.0871168,0.0677479,0.163974,0.164179,0.164179,0.164179,0.0677479,0.000326557,0.00115731,0.00115679
450,0.167058,0.112911,0.112862,0.112862,0.112862,6.54E-05,0.00023221,0.000232105,0.000232105,0.000232105,0.0328766,0.0868564,0.0869054,0.0869054,0.0869054,0.0677557,0.164002,0.164207,0.164207,0.164207,0.0677557,0.000327102,0.00116105,0.00116053
451,0.16714,0.113121,0.113072,0.113072,0.113072,6.55E-05,0.000233012,0.000232907,0.000232907,0.000232907,0.0327942,0.0866458,0.0866947,0.0866947,0.0866947,0.0677634,0.16403,0.164235,0.164235,0.164235,0.0677634,0.000327722,0.00116506,0.00116454
452,0.167222,0.11333,0.113281,0.113281,0.113281,6.57E-05,0.000233868,0.000233763,0.000233763,0.000233763,0.0327122,0.086436,0.0864847,0.0864847,0.0864847,0.0677712,0.164058,0.164263,0.164263,0.164263,0.0677712,0.00032842,0.00116934,0.00116882
453,0.167304,0.113538,0.11349,0.11349,0.11349,6.58E-05,0.000234778,0.000234674,0.000234674,0.000234674,0.0326303,0.0862268,0.0862754,0.0862754,0.0862754,0.0677791,0.164086,0.164291,0.164291,0.164291,0.0677791,0.000329194,0.00117389,0.00117337
454,0.167385,0.113746,0.113698,0.113698,0.113698,6.60E-05,0.000235744,0.000235639,0.000235639,0.000235639,0.0325487,0.0860183,0.0860668,0.0860668,0.0860668,0.0677869,0.164115,0.164319,0.164319,0.164319,0.0677869,0.000330046,0.00117872,0.0011782
455,0.167466,0.113953,0.113905,0.113905,0.113905,6.62E-05,0.000236765,0.000236661,0.000236661,0.000236661,0.0324674,0.0858105,0.0858588,0.0858588,0.0858588,0.0677948,0.164143,0.164348,0.164348,0.164348,0.0677948,0.000330975,0.00118383,0.0011833
456,0.167547,0.114159,0.114111,0.114111,0.114111,6.64E-05,0.000237843,0.000237738,0.000237738,0.000237738,0.0323863,0.0856033,0.0856515,0.0856515,0.0856515,0.0678028,0.164172,0.164377,0.164377,0.164377,0.0678028,0.000331981,0.00118921,0.00118869
457,0.167628,0.114364,0.114316,0.114316,0.114316,6.66E-05,0.000238977,0.000238873,0.000238873,0.000238873,0.0323054,0.0853969,0.085445,0.085445,0.085445,0.0678107,0.164201,0.164406,0.164406,0.164406,0.0678107,0.000333066,0.00119488,0.00119436
458,0.167708,0.114569,0.114521,0.114521,0.114521,6.68E-05,0.000240168,0.000240064,0.000240064,0.000240064,0.0322248,0.0851912,0.0852391,0.0852391,0.0852391,0.0678188,0.16423,0.164435,0.164435,0.164435,0.0678188,0.00033423,0.00120084,0.00120032
459,0.167788,0.114772,0.114725,0.114725,0.114725,6.71E-05,0.000241417,0.000241313,0.000241313,0.000241313,0.0321444,0.0849862,0.0850339,0.0850339,0.0850339,0.0678268,0.164259,0.164464,0.164464,0.164464,0.0678268,0.000335473,0.00120709,0.00120656
460,0.167868,0.114975,0.114928,0.114928,0.114928,6.74E-05,0.000242725,0.000242621,0.000242621,0.000242621,0.0320643,0.0847819,0.0848295,0.0848295,0.0848295,0.0678349,0.164289,0.164494,0.164494,0.164494,0.0678349,0.000336796,0.00121363,0.0012131
461,0.167948,0.115178,0.11513,0.11513,0.11513,6.76E-05,0.000244092,0.000243987,0.000243987,0.000243987,0.0319845,0.0845783,0.0846257,0.0846257,0.0846257,0.0678431,0.164319,0.164524,0.164524,0.164524,0.0678431,0.000338199,0.00122046,0.00121994
462,0.168027,0.115379,0.115332,0.115332,0.115332,6.79E-05,0.000245519,0.000245414,0.000245414,0.000245414,0.0319049,0.0843754,0.0844227,0.0844227,0.0844227,0.0678513,0.164349,0.164554,0.164554,0.164554,0.0678513,0.000339684,0.00122759,0.00122707
463,0.168106,0.11558,0.115533,0.115533,0.115533,6.83E-05,0.000247006,0.000246901,0.000246901,0.000246901,0.0318255,0.0841732,0.0842204,0.0842204,0.0842204,0.0678595,0.164379,0.164584,0.164584,0.164584,0.0678595,0.00034125,0.00123503,0.00123451
464,0.168185,0.11578,0.115733,0.115733,0.115733,6.86E-05,0.000248555,0.00024845,0.00024845,0.00024845,0.0317464,0.0839718,0.0840189,0.0840189,0.0840189,0.0678679,0.164409,0.164614,0.164614,0.164614,0.0678679,0.000342899,0.00124277,0.00124225
465,0.168264,0.115979,0.115932,0.115932,0.115932,6.89E-05,0.000250166,0.00025006,0.00025006,0.00025006,0.0316676,0.0837711,0.083818,0.083818,0.083818,0.0678762,0.16444,0.164645,0.164645,0.164645,0.0678762,0.000344632,0.00125083,0.0012503
466,0.168342,0.116177,0.11613,0.11613,0.11613,6.93E-05,0.00025184,0.000251734,0.000251734,0.000251734,0.031589,0.0835712,0.083618,0.083618,0.083618,0.0678847,0.164471,0.164676,0.164676,0.164676,0.0678847,0.000346449,0.0012592,0.00125867
467,0.16842,0.116374,0.116328,0.116328,0.116328,6.97E-05,0.000253578,0.000253472,0.000253472,0.000253472,0.0315106,0.083372,0.0834186,0.0834186,0.0834186,0.0678931,0.164502,0.164707,0.164707,0.164707,0.0678931,0.000348351,0.00126789,0.00126736
468,0.168497,0.116571,0.116525,0.116525,0.116525,7.01E-05,0.000255381,0.000255275,0.000255275,0.000255275,0.0314326,0.0831735,0.08322,0.08322,0.08322,0.0679017,0.164534,0.164739,0.164739,0.164739,0.0679017,0.00035034,0.0012769,0.00127638
469,0.168575,0.116767,0.116721,0.116721,0.116721,7.05E-05,0.00025725,0.000257144,0.000257144,0.000257144,0.0313548,0.0829758,0.0830222,0.0830222,0.0830222,0.0679103,0.164566,0.16477,0.16477,0.16477,0.0679103,0.000352416,0.00128625,0.00128572
470,0.168652,0.116962,0.116916,0.116916,0.116916,7.09E-05,0.000259186,0.00025908,0.00025908,0.00025908,0.0312772,0.0827789,0.0828251,0.0828251,0.0828251,0.067919,0.164598,0.164802,0.164802,0.164802,0.067919,0.00035458,0.00129593,0.0012954
471,0.168729,0.117156,0.11711,0.11711,0.11711,7.14E-05,0.00026119,0.000261084,0.000261084,0.000261084,0.0311999,0.0825827,0.0826288,0.0826288,0.0826288,0.0679277,0.16463,0.164835,0.164835,0.164835,0.0679277,0.000356834,0.00130595,0.00130542
472,0.168805,0.117349,0.117304,0.117304,0.117304,7.18E-05,0.000263264,0.000263157,0.000263157,0.000263157,0.0311229,0.0823874,0.0824333,0.0824333,0.0824333,0.0679366,0.164663,0.164867,0.164867,0.164867,0.0679366,0.000359179,0.00131632,0.00131578
473,0.168882,0.117542,0.117496,0.117496,0.117496,7.23E-05,0.000265407,0.0002653,0.0002653,0.0002653,0.0310462,0.0821927,0.0822385,0.0822385,0.0822385,0.0679455,0.164696,0.1649,0.1649,0.1649,0.0679455,0.000361616,0.00132704,0.0013265
474,0.168957,0.117733,0.117688,0.117688,0.117688,7.28E-05,0.000267623,0.000267515,0.000267515,0.000267515,0.0309697,0.0819989,0.0820446,0.0820446,0.0820446,0.0679544,0.164729,0.164934,0.164934,0.164934,0.0679544,0.000364146,0.00133811,0.00133758
475,0.169033,0.117924,0.117879,0.117879,0.117879,7.34E-05,0.000269911,0.000269803,0.000269803,0.000269803,0.0308935,0.0818059,0.0818514,0.0818514,0.0818514,0.0679635,0.164763,0.164967,0.164967,0.164967,0.0679635,0.000366772,0.00134955,0.00134901
476,0.169109,0.118114,0.118069,0.118069,0.118069,7.39E-05,0.000272273,0.000272165,0.000272165,0.000272165,0.0308175,0.0816137,0.0816591,0.0816591,0.0816591,0.0679726,0.164797,0.165001,0.165001,0.165001,0.0679726,0.000369493,0.00136137,0.00136082
477,0.169184,0.118303,0.118258,0.118258,0.118258,7.45E-05,0.000274711,0.000274602,0.000274602,0.000274602,0.0307418,0.0814222,0.0814675,0.0814675,0.0814675,0.0679819,0.164831,0.165036,0.165036,0.165036,0.0679819,0.000372313,0.00137356,0.00137301
478,0.169259,0.118491,0.118446,0.118446,0.118446,7.50E-05,0.000277226,0.000277116,0.000277116,0.000277116,0.0306664,0.0812316,0.0812768,0.0812768,0.0812768,0.0679912,0.164866,0.16507,0.16507,0.16507,0.0679912,0.000375232,0.00138613,0.00138558
479,0.169333,0.118678,0.118633,0.118633,0.118633,7.57E-05,0.000279819,0.000279709,0.000279709,0.000279709,0.0305913,0.0810418,0.0810868,0.0810868,0.0810868,0.0680006,0.164901,0.165105,0.165105,0.165105,0.0680006,0.000378252,0.00139909,0.00139854
480,0.169407,0.118865,0.11882,0.11882,0.11882,7.63E-05,0.000282491,0.000282381,0.000282381,0.000282381,0.0305165,0.0808529,0.0808977,0.0808977,0.0808977,0.06801,0.164936,0.165141,0.165141,0.165141,0.06801,0.000381374,0.00141246,0.0014119
481,0.169481,0.11905,0.119005,0.119005,0.119005,7.69E-05,0.000285245,0.000285134,0.000285134,0.000285134,0.0304419,0.0806647,0.0807095,0.0807095,0.0807095,0.0680196,0.164972,0.165177,0.165177,0.165177,0.0680196,0.000384601,0.00142623,0.00142567
482,0.169555,0.119234,0.11919,0.11919,0.11919,7.76E-05,0.000288082,0.000287971,0.000287971,0.000287971,0.0303676,0.0804775,0.080522,0.080522,0.080522,0.0680293,0.165008,0.165213,0.165213,0.165213,0.0680293,0.000387935,0.00144041,0.00143985
483,0.169628,0.119418,0.119374,0.119374,0.119374,7.83E-05,0.000291004,0.000290892,0.000290892,0.000290892,0.0302936,0.080291,0.0803354,0.0803354,0.0803354,0.0680391,0.165045,0.16525,0.16525,0.16525,0.0680391,0.000391377,0.00145502,0.00145446
484,0.169701,0.119601,0.119556,0.119556,0.119556,7.90E-05,0.000294012,0.000293899,0.000293899,0.000293899,0.0302199,0.0801054,0.0801497,0.0801497,0.0801497,0.068049,0.165082,0.165287,0.165287,0.165287,0.068049,0.000394929,0.00147006,0.0014695
485,0.169774,0.119782,0.119738,0.119738,0.119738,7.97E-05,0.000297108,0.000296995,0.000296995,0.000296995,0.0301465,0.0799207,0.0799649,0.0799649,0.0799649,0.068059,0.16512,0.165324,0.165324,0.165324,0.068059,0.000398593,0.00148554,0.00148497
486,0.169846,0.119963,0.119919,0.119919,0.119919,8.05E-05,0.000300294,0.00030018,0.00030018,0.00030018,0.0300733,0.0797368,0.0797809,0.0797809,0.0797809,0.0680691,0.165158,0.165362,0.165362,0.165362,0.0680691,0.000402372,0.00150147,0.0015009
487,0.169918,0.120143,0.120099,0.120099,0.120099,8.13E-05,0.000303572,0.000303457,0.000303457,0.000303457,0.0300005,0.0795539,0.0795978,0.0795978,0.0795978,0.0680793,0.165196,0.165401,0.165401,0.165401,0.0680793,0.000406267,0.00151786,0.00151728
488,0.16999,0.120321,0.120278,0.120278,0.120278,8.21E-05,0.000306943,0.000306827,0.000306827,0.000306827,0.0299279,0.0793718,0.0794155,0.0794155,0.0794155,0.0680896,0.165235,0.16544,0.16544,0.16544,0.0680896,0.000410281,0.00153471,0.00153414
489,0.170061,0.120499,0.120455,0.120455,0.120455,8.29E-05,0.00031041,0.000310294,0.000310294,0.000310294,0.0298556,0.0791906,0.0792342,0.0792342,0.0792342,0.0681001,0.165275,0.165479,0.165479,0.165479,0.0681001,0.000414417,0.00155205,0.00155147
490,0.170133,0.120676,0.120632,0.120632,0.120632,8.37E-05,0.000313975,0.000313858,0.000313858,0.000313858,0.0297836,0.0790103,0.0790538,0.0790538,0.0790538,0.0681106,0.165315,0.165519,0.165519,0.165519,0.0681106,0.000418676,0.00156987,0.00156929
491,0.170203,0.120851,0.120808,0.120808,0.120808,8.46E-05,0.000317639,0.000317522,0.000317522,0.000317522,0.029712,0.0788309,0.0788743,0.0788743,0.0788743,0.0681213,0.165355,0.16556,0.16556,0.16556,0.0681213,0.000423061,0.0015882,0.00158761
492,0.170274,0.121026,0.120983,0.120983,0.120983,8.55E-05,0.000321406,0.000321287,0.000321287,0.000321287,0.0296406,0.0786525,0.0786957,0.0786957,0.0786957,0.0681322,0.165396,0.165601,0.165601,0.165601,0.0681322,0.000427575,0.00160703,0.00160644
493,0.170344,0.1212,0.121157,0.121157,0.121157,8.64E-05,0.000325277,0.000325158,0.000325158,0.000325158,0.0295695,0.078475,0.0785181,0.0785181,0.0785181,0.0681431,0.165438,0.165642,0.165642,0.165642,0.0681431,0.00043222,0.00162639,0.00162579
494,0.170414,0.121372,0.121329,0.121329,0.121329,8.74E-05,0.000329255,0.000329134,0.000329134,0.000329134,0.0294987,0.0782984,0.0783414,0.0783414,0.0783414,0.0681542,0.16548,0.165685,0.165685,0.165685,0.0681542,0.000437,0.00164628,0.00164567
495,0.170483,0.121544,0.121501,0.121501,0.121501,8.84E-05,0.000333342,0.00033322,0.00033322,0.00033322,0.0294283,0.0781228,0.0781656,0.0781656,0.0781656,0.0681655,0.165523,0.165727,0.165727,0.165727,0.0681655,0.000441917,0.00166671,0.0016661
496,0.170552,0.121714,0.121672,0.121672,0.121672,8.94E-05,0.00033754,0.000337418,0.000337418,0.000337418,0.0293581,0.0779481,0.0779908,0.0779908,0.0779908,0.0681769,0.165566,0.165771,0.165771,0.165771,0.0681769,0.000446973,0.0016877,0.00168709
497,0.170621,0.121884,0.121841,0.121841,0.121841,9.04E-05,0.000341852,0.000341729,0.000341729,0.000341729,0.0292883,0.0777745,0.077817,0.077817,0.077817,0.0681884,0.16561,0.165815,0.165815,0.165815,0.0681884,0.000452173,0.00170926,0.00170865
498,0.17069,0.122052,0.12201,0.12201,0.12201,9.15E-05,0.000346281,0.000346157,0.000346157,0.000346157,0.0292187,0.0776018,0.0776442,0.0776442,0.0776442,0.0682001,0.165655,0.165859,0.165859,0.165859,0.0682001,0.000457518,0.00173141,0.00173078
499,0.170758,0.122219,0.122177,0.122177,0.122177,9.26E-05,0.00035083,0.000350704,0.000350704,0.000350704,0.0291495,0.0774301,0.0774724,0.0774724,0.0774724,0.0682119,0.1657,0.165904,0.165904,0.165904,0.0682119,0.000463013,0.00175415,0.00175352
500,0.170826,0.122385,0.122343,0.122343,0.122343,9.37E-05,0.0003555,0.000355374,0.000355374,0.000355374,0.0290806,0.0772594,0.0773016,0.0773016,0.0773016,0.0682239,0.165746,0.16595,0.16595,0.16595,0.0682239,0.000468661,0.0017775,0.00177687
501,0.170893,0.12255,0.122508,0.122508,0.122508,9.49E-05,0.000360296,0.000360168,0.000360168,0.000360168,0.0290121,0.0770897,0.0771318,0.0771318,0.0771318,0.0682361,0.165793,0.165997,0.165997,0.165997,0.0682361,0.000474465,0.00180148,0.00180084
502,0.17096,0.122714,0.122672,0.122672,0.122672,9.61E-05,0.000365219,0.00036509,0.00036509,0.00036509,0.0289438,0.0769211,0.076963,0.076963,0.076963,0.0682484,0.16584,0.166044,0.166044,0.166044,0.0682484,0.000480428,0.00182609,0.00182545
503,0.171027,0.122876,0.122835,0.122835,0.122835,9.73E-05,0.000370273,0.000370143,0.000370143,0.000370143,0.0288759,0.0767535,0.0767952,0.0767952,0.0767952,0.0682609,0.165888,0.166092,0.166092,0.166092,0.0682609,0.000486554,0.00185137,0.00185072
504,0.171093,0.123038,0.122996,0.122996,0.122996,9.86E-05,0.000375461,0.00037533,0.00037533,0.00037533,0.0288083,0.0765869,0.0766286,0.0766286,0.0766286,0.0682736,0.165936,0.166141,0.166141,0.166141,0.0682736,0.000492848,0.00187731,0.00187665
505,0.171159,0.123198,0.123156,0.123156,0.123156,9.99E-05,0.000380787,0.000380654,0.000380654,0.000380654,0.028741,0.0764214,0.076463,0.076463,0.076463,0.0682865,0.165986,0.16619,0.16619,0.16619,0.0682865,0.000499312,0.00190393,0.00190327
506,0.171225,0.123357,0.123315,0.123315,0.123315,0.00010119,0.000386252,0.000386118,0.000386118,0.000386118,0.0286741,0.076257,0.0762984,0.0762984,0.0762984,0.0682995,0.166036,0.16624,0.16624,0.16624,0.0682995,0.00050595,0.00193126,0.00193059
507,0.17129,0.123514,0.123473,0.123473,0.123473,0.000102554,0.000391862,0.000391727,0.000391727,0.000391727,0.0286075,0.0760937,0.076135,0.076135,0.076135,0.0683128,0.166087,0.166291,0.166291,0.166291,0.0683128,0.000512768,0.00195931,0.00195863
508,0.171355,0.123671,0.12363,0.12363,0.12363,0.000103954,0.000397619,0.000397482,0.000397482,0.000397482,0.0285413,0.0759315,0.0759727,0.0759727,0.0759727,0.0683262,0.166139,0.166343,0.166343,0.166343,0.0683262,0.000519769,0.00198809,0.00198741
509,0.171419,0.123826,0.123785,0.123785,0.123785,0.000105391,0.000403526,0.000403388,0.000403388,0.000403388,0.0284754,0.0757705,0.0758115,0.0758115,0.0758115,0.0683399,0.166192,0.166396,0.166396,0.166396,0.0683399,0.000526956,0.00201763,0.00201694
510,0.171483,0.12398,0.123939,0.123939,0.123939,0.000106867,0.000409588,0.000409449,0.000409449,0.000409449,0.0284099,0.0756105,0.0756514,0.0756514,0.0756514,0.0683537,0.166245,0.166449,0.166449,0.166449,0.0683537,0.000534336,0.00204794,0.00204724
511,0.171547,0.124132,0.124092,0.124092,0.124092,0.000108382,0.000415808,0.000415667,0.000415667,0.000415667,0.0283447,0.0754518,0.0754925,0.0754925,0.0754925,0.0683678,0.166299,0.166504,0.166504,0.166504,0.0683678,0.000541911,0.00207904,0.00207834
512,0.17161,0.124284,0.124243,0.124243,0.124243,0.000109938,0.00042219,0.000422048,0.000422048,0.000422048,0.0282798,0.0752942,0.0753348,0.0753348,0.0753348,0.0683821,0.166355,0.166559,0.166559,0.166559,0.0683821,0.000549688,0.00211095,0.00211024
513,0.171673,0.124434,0.124393,0.124393,0.124393,0.000111534,0.000428739,0.000428595,0.000428595,0.000428595,0.0282154,0.0751377,0.0751782,0.0751782,0.0751782,0.0683966,0.166411,0.166615,0.166615,0.166615,0.0683966,0.00055767,0.00214369,0.00214297
514,0.171736,0.124582,0.124542,0.124542,0.124542,0.000113173,0.000435457,0.000435311,0.000435311,0.000435311,0.0281513,0.0749825,0.0750229,0.0750229,0.0750229,0.0684114,0.166468,0.166672,0.166672,0.166672,0.0684114,0.000565863,0.00217728,0.00217656
515,0.171798,0.124729,0.124689,0.124689,0.124689,0.000114854,0.000442349,0.000442202,0.000442202,0.000442202,0.0280875,0.0748285,0.0748688,0.0748688,0.0748688,0.0684264,0.166526,0.16673,0.16673,0.16673,0.0684264,0.000574271,0.00221174,0.00221101
516,0.171859,0.124875,0.124835,0.124835,0.124835,0.00011658,0.000449419,0.000449271,0.000449271,0.000449271,0.0280242,0.0746757,0.0747159,0.0747159,0.0747159,0.0684416,0.166585,0.166789,0.166789,0.166789,0.0684416,0.000582901,0.0022471,0.00224635
517,0.17192,0.125019,0.124979,0.124979,0.124979,0.000118351,0.000456673,0.000456522,0.000456522,0.000456522,0.0279612,0.0745242,0.0745642,0.0745642,0.0745642,0.0684571,0.166645,0.166849,0.166849,0.166849,0.0684571,0.000591756,0.00228336,0.00228261
518,0.171981,0.125162,0.125122,0.125122,0.125122,0.000120169,0.000464113,0.000463961,0.000463961,0.000463961,0.0278986,0.074374,0.0744138,0.0744138,0.0744138,0.0684728,0.166707,0.16691,0.16691,0.16691,0.0684728,0.000600843,0.00232057,0.0023198
519,0.172042,0.125303,0.125264,0.125264,0.125264,0.000122034,0.000471746,0.000471591,0.000471591,0.000471591,0.0278364,0.074225,0.0742647,0.0742647,0.0742647,0.0684888,0.166769,0.166973,0.166973,0.166973,0.0684888,0.000610168,0.00235873,0.00235796
520,0.172102,0.125443,0.125404,0.125404,0.125404,0.000123947,0.000479575,0.000479419,0.000479419,0.000479419,0.0277745,0.0740774,0.074117,0.074117,0.074117,0.0685051,0.166832,0.167036,0.167036,0.167036,0.0685051,0.000619736,0.00239787,0.00239709
521,0.172161,0.125581,0.125542,0.125542,0.125542,0.000125911,0.000487605,0.000487447,0.000487447,0.000487447,0.0277131,0.073931,0.0739705,0.0739705,0.0739705,0.0685216,0.166897,0.1671,0.1671,0.1671,0.0685216,0.000629553,0.00243802,0.00243723
522,0.17222,0.125718,0.125679,0.125679,0.125679,0.000127925,0.000495841,0.000495681,0.000495681,0.000495681,0.0276521,0.0737861,0.0738254,0.0738254,0.0738254,0.0685384,0.166962,0.167166,0.167166,0.167166,0.0685384,0.000639624,0.00247921,0.00247841
523,0.172279,0.125853,0.125814,0.125814,0.125814,0.000129992,0.000504289,0.000504127,0.000504127,0.000504127,0.0275914,0.0736425,0.0736817,0.0736817,0.0736817,0.0685555,0.167029,0.167233,0.167233,0.167233,0.0685555,0.000649958,0.00252145,0.00252064
524,0.172337,0.125987,0.125948,0.125948,0.125948,0.000132112,0.000512954,0.00051279,0.00051279,0.00051279,0.0275312,0.0735002,0.0735393,0.0735393,0.0735393,0.068573,0.167097,0.167301,0.167301,0.167301,0.068573,0.000660559,0.00256477,0.00256395
525,0.172394,0.126119,0.12608,0.12608,0.12608,0.000134287,0.00052184,0.000521674,0.000521674,0.000521674,0.0274714,0.0733594,0.0733984,0.0733984,0.0733984,0.0685907,0.167166,0.16737,0.16737,0.16737,0.0685907,0.000671434,0.0026092,0.00260837
526,0.172451,0.126249,0.12621,0.12621,0.12621,0.000136518,0.000530953,0.000530785,0.000530785,0.000530785,0.027412,0.0732201,0.0732589,0.0732589,0.0732589,0.0686087,0.167237,0.167441,0.167441,0.167441,0.0686087,0.000682591,0.00265477,0.00265393
527,0.172508,0.126378,0.126339,0.126339,0.126339,0.000138807,0.0005403,0.000540129,0.000540129,0.000540129,0.0273531,0.0730821,0.0731209,0.0731209,0.0731209,0.0686271,0.167309,0.167512,0.167512,0.167512,0.0686271,0.000694035,0.0027015,0.00270065
528,0.172564,0.126504,0.126466,0.126466,0.126466,0.000141155,0.000549884,0.000549712,0.000549712,0.000549712,0.0272946,0.0729457,0.0729843,0.0729843,0.0729843,0.0686457,0.167382,0.167586,0.167586,0.167586,0.0686457,0.000705774,0.00274942,0.00274856
529,0.17262,0.126629,0.126591,0.126591,0.126591,0.000143563,0.000559713,0.000559538,0.000559538,0.000559538,0.0272365,0.0728108,0.0728493,0.0728493,0.0728493,0.0686648,0.167456,0.16766,0.16766,0.16766,0.0686648,0.000717816,0.00279857,0.00279769
530,0.172675,0.126753,0.126715,0.126715,0.126715,0.000146033,0.000569793,0.000569615,0.000569615,0.000569615,0.0271788,0.0726774,0.0727157,0.0727157,0.0727157,0.0686841,0.167532,0.167736,0.167736,0.167736,0.0686841,0.000730167,0.00284896,0.00284808
531,0.17273,0.126874,0.126836,0.126836,0.126836,0.000148567,0.000580128,0.000579948,0.000579948,0.000579948,0.0271216,0.0725455,0.0725838,0.0725838,0.0725838,0.0687038,0.16761,0.167813,0.167813,0.167813,0.0687038,0.000742836,0.00290064,0.00289974
532,0.172784,0.126994,0.126956,0.126956,0.126956,0.000151166,0.000590726,0.000590544,0.000590544,0.000590544,0.0270649,0.0724153,0.0724534,0.0724534,0.0724534,0.0687239,0.167689,0.167892,0.167892,0.167892,0.0687239,0.000755829,0.00295363,0.00295272
533,0.172838,0.127112,0.127074,0.127074,0.127074,0.000153831,0.000601593,0.000601408,0.000601408,0.000601408,0.0270086,0.0722866,0.0723246,0.0723246,0.0723246,0.0687444,0.167769,0.167973,0.167973,0.167973,0.0687444,0.000769156,0.00300797,0.00300704
534,0.172891,0.127228,0.12719,0.12719,0.12719,0.000156565,0.000612736,0.000612548,0.000612548,0.000612548,0.0269528,0.0721596,0.0721975,0.0721975,0.0721975,0.0687652,0.167851,0.168055,0.168055,0.168055,0.0687652,0.000782823,0.00306368,0.00306274
535,0.172943,0.127342,0.127304,0.127304,0.127304,0.000159368,0.00062416,0.00062397,0.00062397,0.00062397,0.0268975,0.0720342,0.072072,0.072072,0.072072,0.0687865,0.167935,0.168138,0.168138,0.168138,0.0687865,0.00079684,0.0031208,0.00311985
536,0.172995,0.127454,0.127416,0.127416,0.127416,0.000162243,0.000635873,0.00063568,0.00063568,0.00063568,0.0268426,0.0719106,0.0719482,0.0719482,0.0719482,0.0688081,0.16802,0.168224,0.168224,0.168224,0.0688081,0.000811214,0.00317936,0.0031784
537,0.173047,0.127563,0.127526,0.127526,0.127526,0.000165191,0.000647881,0.000647685,0.000647685,0.000647685,0.0267883,0.0717886,0.0718261,0.0718261,0.0718261,0.0688302,0.168107,0.16831,0.16831,0.16831,0.0688302,0.000825956,0.0032394,0.00323843
538,0.173097,0.127671,0.127634,0.127634,0.127634,0.000168214,0.000660192,0.000659993,0.000659993,0.000659993,0.0267344,0.0716684,0.0717058,0.0717058,0.0717058,0.0688526,0.168196,0.168399,0.168399,0.168399,0.0688526,0.000841072,0.00330096,0.00329997
539,0.173148,0.127777,0.12774,0.12774,0.12774,0.000171315,0.000672812,0.000672611,0.000672611,0.000672611,0.026681,0.07155,0.0715872,0.0715872,0.0715872,0.0688756,0.168286,0.168489,0.168489,0.168489,0.0688756,0.000856573,0.00336406,0.00336306
540,0.173197,0.127881,0.127844,0.127844,0.127844,0.000174494,0.00068575,0.000685545,0.000685545,0.000685545,0.0266282,0.0714334,0.0714705,0.0714705,0.0714705,0.0688989,0.168378,0.168582,0.168582,0.168582,0.0688989,0.000872468,0.00342875,0.00342773
541,0.173246,0.127982,0.127946,0.127946,0.127946,0.000177753,0.000699012,0.000698804,0.000698804,0.000698804,0.0265758,0.0713186,0.0713556,0.0713556,0.0713556,0.0689227,0.168472,0.168676,0.168676,0.168676,0.0689227,0.000888765,0.00349506,0.00349402
542,0.173295,0.128082,0.128045,0.128045,0.128045,0.000181095,0.000712605,0.000712395,0.000712395,0.000712395,0.026524,0.0712058,0.0712426,0.0712426,0.0712426,0.068947,0.168568,0.168771,0.168771,0.168771,0.068947,0.000905476,0.00356303,0.00356197
